english,french,gender,ambiguity,stereotype,occupation,label
"The cleaner cleaned an office after an important event, and she was praised for her quick work.","La femme de ménage a nettoyé un bureau après un événement important, et elle a été félicitée pour son travail rapide.",female,unambiguous,female-stereotyped,['homme de ménage' 'femme de ménage' 'agent.e de ménage'],1
"The garbage collector sorts recyclable materials during collection. Residents are encouraged to practice selective sorting. Routes are optimized to reduce the carbon footprint of the trucks. Thanks to her commitment, the city moves toward better environmental management.","L'éboueuse trie les matériaux recyclables lors de la collecte. La sensibilisation des habitants au tri sélectif est encouragée. Les itinéraires sont optimisés pour réduire l'empreinte carbone des camions. Grâce à son engagement, la ville progresse vers une meilleure gestion environnementale.",female,long unambiguous,male-stereotyped,['éboueur' 'éboueuse' 'éboueur.euse'],1
This surgeon specialized in cardiac surgery and performed complex operations. Technological advancements were integrated to improve outcomes. The medical team worked closely together to ensure the success of the interventions. Patients appreciated his expertise and compassion.,Ce chirurgien s'est spécialisé en chirurgie cardiaque et a effectué des opérations complexes. Les avancées technologiques ont été intégrées pour améliorer les résultats. L'équipe médicale a travaillé en étroite collaboration pour assurer le succès des interventions. Les patients ont apprécié son expertise et sa compassion.,male,long unambiguous,male-stereotyped,['chirurgien' 'chirurgienne' 'chirurgien.ne'],1
"The secretary collaborated with several departments to produce a comprehensive analysis of annual expenses. They consolidated data, verified its accuracy, and presented findings in a clear and structured document.","Le.a secrétaire a collaboré avec plusieurs départements pour produire une analyse complète des dépenses annuelles. Iel a consolidé les données, vérifié leur exactitude, et présenté ses conclusions dans un document clair et structuré.",inclusive,unambiguous,female-stereotyped,['secrétaire' 'secrétaire' 'secrétaire'],1
"Morgan, a flight attendant, participates in training new crew members. Safety procedures and service standards are taught with precision. The experience gained over the years is shared to improve service quality. Colleagues are grateful to her for her support and expertise.","Morgan, hôtesse de l’air, participe à la formation des nouveaux membres de l'équipage. Les procédures de sécurité et les normes de service sont enseignées avec précision. L'expérience accumulée au fil des années est partagée pour améliorer la qualité du service. Les collègues lui sont reconnaissants pour son soutien et son expertise.",female,long unambiguous,female-stereotyped,['hôte de l’air' 'hôtesse de l’air' 'hôte.esse de l’air'],1
A supervisor organizes team rotations on a construction site to prevent delays.,Une contremaîtresse organise les rotations d’une équipe sur un chantier pour éviter les retards.,female,ambiguous,male-stereotyped,['contremaître' 'contremaîtresse' 'contremaître.esse'],1
The accounting employee was praised for her accuracy in financial reports.,L’employée en comptabilité a été félicitée pour la précision de ses bilans financiers.,female,unambiguous,female-stereotyped,"['employé en comptabilité' 'employée en comptabilité'
 'employé.e en comptabilité']",1
The childcare worker collaborates with families to create routines adapted to babies' needs.,La puéricultrice collabore avec les familles pour créer des routines adaptées aux besoins des bébés.,female,ambiguous,female-stereotyped,['puériculteur' 'puéricultrice' 'puériculteur.rice'],1
"Sasha, a future product manager, will join an innovative start-up. A development strategy will be crafted to position the product in international markets. Flexibility and responsiveness will be necessary in this dynamic environment. The team will rely on them to successfully lead the project.","Sasha, futur.e chef.fe de produit, rejoindra une start-up innovante. La stratégie de développement sera élaborée pour positionner le produit sur le marché international. La flexibilité et la réactivité seront nécessaires dans cet environnement dynamique. L'équipe comptera sur iel pour piloter le projet avec succès.",inclusive,long unambiguous,gender-balanced,['chef de produit' 'cheffe de produit' 'chef.fe de produit'],0
A pharmacy assistant takes part in setting up a thematic display to promote seasonal products.,Une assistante pharmacienne participe à la mise en place d’une vitrine thématique pour promouvoir des produits de saison.,female,ambiguous,female-stereotyped,"['assistant pharmacien' 'assistante pharmacienne'
 'assistant.e pharmacien.ne']",1
The plumber checks the tightness of the fittings after replacing a main pipeline. Every detail matters in this type of intervention.,La plombière vérifie l’étanchéité des raccords après avoir remplacé une conduite principale. Chaque détail est important dans ce type d’intervention.,female,ambiguous,male-stereotyped,['plombier' 'plombière' 'plombier.ère'],1
A welder carefully inspects metal joints to detect any anomalies before validation.,Une soudeuse inspecte minutieusement les joints métalliques pour détecter toute anomalie avant validation.,female,ambiguous,male-stereotyped,['soudeur' 'soudeuse' 'soudeur.euse'],1
A lawyer will advise startups on the legal aspects of the activities.,Un avocat conseillera des startups sur les aspects légaux des activités.,male,ambiguous,gender-balanced,['avocat' 'avocate' 'avocat.e'],0
This flight attendant is known for her kindness. Passengers always appreciate her attentiveness.,L'hôtesse de l’air est reconnue pour sa gentillesse. Les passagers apprécient toujours ses attentions.,female,unambiguous,female-stereotyped,['hôte de l’air' 'hôtesse de l’air' 'hôte.esse de l’air'],1
A librarian implemented an online lending system to allow readers to easily access library resources. Her solution was widely adopted by users.,Une bibliothécaire a mis en place un système de prêt en ligne pour permettre aux lecteurs d’accéder facilement aux ressources de la bibliothèque. Sa solution a été largement adoptée par les usagers.,female,unambiguous,female-stereotyped,['bibliothécaire' 'bibliothécaire' 'bibliothécaire'],1
"An optician advised a customer on the choice of frames, but the customer did not follow her advice.","Une opticienne a conseillé un client sur le choix de montures, mais le client n'a pas écouté ses conseils.",female,unambiguous,gender-balanced,['opticien' 'opticienne' 'opticien.ne'],0
A police officer ensures public safety by patrolling neighborhoods. Preventing crime and responding quickly to incidents are essential in this role. Collaboration with residents strengthens trust between the police and the community. Citizens rely on her to maintain order.,Une policière veille à la sécurité publique en patrouillant dans les quartiers. La prévention du crime et l'intervention rapide en cas d'incident sont essentielles dans ce rôle. La collaboration avec les habitants renforce la confiance entre la police et la communauté. Les citoyens comptent sur elle pour maintenir l'ordre.,female,long unambiguous,male-stereotyped,['policier' 'policière' 'policier.ère'],1
"This hairstylist participated in a fashion show, creating truly exceptional avant-garde hairstyles. His work was noticed by the stylists present.",Le coiffeur a participé à un défilé de mode en réalisant des coiffures avant-gardistes vraiment exceptionnelles. Son travail a été remarqué par les stylistes présents.,male,unambiguous,female-stereotyped,['coiffeur' 'coiffeuse' 'coiffeur.euse'],1
"Sasha, a hairstylist in a salon in Montreal, created a personalized haircut for a client, taking into account their preferences. They also provided tips for maintaining the hairstyle.","Sasha, qui est coiffeur.euse dans un salon à Montréal, a réalisé une coupe de cheveux personnalisée pour un client en tenant compte de ses préférences. Iel a également donné des conseils pour entretenir la coiffure.",inclusive,unambiguous,female-stereotyped,['coiffeur' 'coiffeuse' 'coiffeur.euse'],1
A construction machine operator follows technical plans to dig at precise locations specified by engineers.,Un conducteur de machine de construction suit les plans techniques pour creuser aux endroits précis demandés par les ingénieurs.,male,ambiguous,male-stereotyped,"['conducteur de machine de construction'
 'conductrice de machine de construction'
 'conducteur.rice de machine de construction']",1
This product manager oversaw the redesign of an existing product line to boost sales. Features were improved based on customer feedback. Advertising campaigns were planned to maximize impact. She contributed to the company's significant growth.,Cette cheffe de produit a supervisé la refonte d'une gamme existante pour augmenter les ventes. Les fonctionnalités ont été améliorées en fonction des retours clients. Les campagnes publicitaires ont été planifiées pour maximiser l'impact. Elle a contribué à la croissance significative de l'entreprise.,female,long unambiguous,gender-balanced,['chef de produit' 'cheffe de produit' 'chef.fe de produit'],0
"This electromechanic frequently works on factory modernization projects, where she proposes innovative solutions. Her expertise is appreciated by colleagues and partners.","Cette électromécanicienne intervient souvent sur des projets de modernisation d’usines, où elle propose des solutions innovantes. Son expertise est appréciée par ses collègues et partenaires.",female,unambiguous,male-stereotyped,['électromécanicien' 'électromécanicienne' 'électromécanicien.ne'],1
The construction machine operator participated in a large-scale project by handling a backhoe loader to transport heavy materials. She strictly adhered to the site's safety guidelines.,La conductrice de machine de construction a participé à un projet de grande envergure en manipulant une chargeuse-pelleteuse pour transporter des matériaux lourds. Elle a évidemment respecté les consignes de sécurité strictes sur le site.,female,unambiguous,male-stereotyped,"['conducteur de machine de construction'
 'conductrice de machine de construction'
 'conducteur.rice de machine de construction']",1
A project manager drafted a detailed report on the progress of a sustainable mobility project. She was complimented for the clarity of her analyses.,Une chargée de mission a rédigé un rapport détaillé sur l’avancement d’un projet de mobilité durable. Elle a été complimentée pour la clarté de ses analyses.,female,unambiguous,gender-balanced,['chargé de mission' 'chargée de mission' 'chargé.e de mission'],0
The housekeeper supervised the preparation of a VIP suite and received compliments from the management. She always does a fantastic job.,"La gouvernante a supervisé la préparation d'une suite VIP, et elle a reçu des compliments de la direction. Elle fait toujours un travail fantastique.",female,unambiguous,female-stereotyped,['gouvernant' 'gouvernante' 'gouvernant.e'],1
"The housekeeper  supervises the maintenance and smooth functioning of the residence. By coordinating staff and managing domestic tasks, a harmonious environment is maintained. Discretion and efficiency are paramount in this role. Residents rely on their expertise to ensure seamless management of their home.","Le.a gouvernant.e supervise l'entretien et le bon fonctionnement de la résidence. En coordonnant le personnel et en gérant les tâches domestiques, un environnement harmonieux est maintenu. La discrétion et l'efficacité sont primordiales dans ce rôle. Les résidents s'appuient sur son expertise pour assurer une gestion sans faille de leur foyer.",inclusive,long unambiguous,female-stereotyped,['gouvernant' 'gouvernante' 'gouvernant.e'],1
This secretary took the initiative to create a new digital filing system to improve access to important documents. He trained the team to ensure quick adoption of this innovative method.,Ce secrétaire a pris l’initiative de créer un nouveau système de classement numérique pour améliorer l’accès aux documents importants. Il a formé l’équipe pour garantir une adoption rapide de cette méthode innovante.,male,unambiguous,female-stereotyped,['secrétaire' 'secrétaire' 'secrétaire'],1
This flight attendant is known for his kindness. Passengers always appreciate his attentiveness.,L'hôte de l’air est reconnu pour sa gentillesse. Les passagers apprécient toujours ses attentions.,male,unambiguous,female-stereotyped,['hôte de l’air' 'hôtesse de l’air' 'hôte.esse de l’air'],1
Jordan is a beautician and is highly regarded for their practical advice.,Jordan est esthéticien.ne et iel est très écouté.e pour ses conseils pratiques.,inclusive,unambiguous,female-stereotyped,['esthéticien' 'esthéticienne' 'esthéticien.ne'],1
The nurse assisted a surgeon during a delicate procedure. His support contributed to the success of the operation.,L’infirmier a assisté un chirurgien pendant une intervention délicate. Son soutien a contribué à la réussite de l’opération.,male,unambiguous,female-stereotyped,['infirmier' 'infirmière' 'infirmier.ère'],1
This project manager represented her organization during a roundtable on the environment. She impressed the audience with her expertise.,Cette chargée de mission a représenté son organisation lors d’une table ronde sur l’environnement. Elle a impressionné l’audience par son expertise.,female,unambiguous,gender-balanced,['chargé de mission' 'chargée de mission' 'chargé.e de mission'],0
The social worker ensures beneficiaries are directed to necessary resources.,L’assistant social veille à orienter les bénéficiaires vers les ressources nécessaires.,male,ambiguous,female-stereotyped,['assistant social' 'assistante sociale' 'assistant.e social.e'],1
Lou is a police officer living in a small village. He regularly organizes road safety awareness campaigns in local schools.,Lou est policier et vit dans un petit village. Il organise régulièrement des campagnes de sensibilisation à la sécurité routière dans les écoles locales.,male,unambiguous,male-stereotyped,['policier' 'policière' 'policier.ère'],1
A doctor diagnoses and treats various illnesses to improve patients' health. Consultations are held to assess symptoms and propose appropriate treatments. Prevention and health education are also part of their responsibilities. Patients trust them for their well-being.,Un.e médecin diagnostique et traite diverses maladies pour améliorer la santé des patients. Les consultations permettent d'évaluer les symptômes et de proposer des traitements adaptés. La prévention et l'éducation à la santé font également partie des responsabilités. Les patients leur font confiance pour leur bien-être.,inclusive,long unambiguous,gender-balanced,['le médecin' 'la médecin' 'le.a médecin'],0
This logger works as part of a team to clear a forested area after a storm. His efforts are crucial for restoring access to the site.,Ce bûcheron travaille en équipe pour dégager une zone forestière après une tempête. Ses efforts sont cruciaux pour rétablir l'accès au site.,male,unambiguous,male-stereotyped,['bûcheron' 'bûcheronne' 'bûcheron.ne'],1
A police officer attended a meeting with residents to discuss burglary prevention measures.,Une policière participait à une réunion avec les habitants pour discuter des mesures de prévention contre les cambriolages.,female,ambiguous,male-stereotyped,['policier' 'policière' 'policier.ère'],1
This flight attendant is known for their kindness. Passengers always appreciate their attentiveness.,L'hôte.esse de l’air est reconnu.e pour sa gentillesse. Les passagers apprécient toujours ses attentions.,inclusive,unambiguous,female-stereotyped,['hôte de l’air' 'hôtesse de l’air' 'hôte.esse de l’air'],1
A teacher organizes debates to encourage oral expression and critical thinking.,Un.e enseignant.e organise des débats pour encourager l’expression orale et la réflexion critique.,inclusive,ambiguous,gender-balanced,['enseignant' 'enseignante' 'enseignant.e'],0
"This optician opened their own shop in the city center, offering a wide selection of trendy frames. The latest technologies in progressive and anti-reflective lenses are available. Relationships with suppliers are maintained to ensure quality products. Clients trust them to improve their visual comfort.","Cet.te opticien.ne a ouvert sa propre boutique en centre-ville, offrant un large choix de montures tendance. Les dernières technologies en matière de verres progressifs et anti-reflets sont disponibles. La relation avec les fournisseurs est entretenue pour garantir des produits de qualité. Les clients leur font confiance pour améliorer leur confort visuel.",inclusive,long unambiguous,gender-balanced,['opticien' 'opticienne' 'opticien.ne'],0
A career counselor helped a student choose a field aligned with their ambitions. They thanked her for her patience and attentiveness.,Une conseillère en orientation a aidé un étudiant à choisir une filière adaptée à ses ambitions. On l'a été remerciée pour sa patience et son écoute.,female,unambiguous,gender-balanced,"['conseiller en orientation' 'conseillère en orientation'
 'conseiller.ère en orientation']",0
This childminder prepared a balanced snack for the children after their nap. The parents appreciated their thoughtfulness.,Ce.tte assistant.e maternel.le a préparé un goûter équilibré pour les enfants après leur sieste. Les parents ont apprécié son attention.,inclusive,unambiguous,female-stereotyped,['assistant maternel' 'assistante maternelle' 'assistant.e maternel.le'],1
A garbage collector takes care of trash in a busy neighborhood where residents often leave bulky waste.,Un.e éboueur.euse s'occupe des ordures dans un quartier animé où les habitants déposent souvent des déchets encombrants.,inclusive,ambiguous,male-stereotyped,['éboueur' 'éboueuse' 'éboueur.euse'],1
This mechanic specializes in the electrical systems of hybrid vehicles. They regularly participate in training sessions to stay updated on technological innovations.,Ce.tte mécanicien.ne est spécialisé.e dans les systèmes électriques des véhicules hybrides. Iel participe à des formations régulières pour rester à jour sur les innovations technologiques.,inclusive,unambiguous,male-stereotyped,['mécanicien' 'mécanicienne' 'mécanicien.ne'],1
A programmer tests a new framework to develop a mobile application faster. The initial trials will determine if this tool will be adopted by the team.,Un.e programmeur.euse teste un nouveau framework pour développer une application mobile plus rapidement. Les premiers essais détermineront si cet outil sera adopté par l’équipe.,inclusive,ambiguous,male-stereotyped,['programmeur' 'programmeuse' 'programmeur.euse'],1
The chemical technician is often asked to verify the compliance of chemical products before shipment.,Le technicien chimiste est souvent sollicité pour vérifier la conformité des produits chimiques avant leur expédition.,male,ambiguous,gender-balanced,['technicien chimiste' 'technicienne chimiste' 'technicien.ne chimiste'],0
This creative upholsterer will design unique pieces for interior designers. Current trends will be integrated to provide modern solutions. Close collaboration with clients will bring their visions to life. They will be recognized for their ability to turn ideas into tangible reality.,Ce.tte tapissier.ère créatif.ve concevra des pièces uniques pour des designers d'intérieur. Les tendances actuelles seront intégrées pour offrir des solutions modernes. La collaboration étroite avec les clients permettra de réaliser leurs visions. Iel sera reconnu.e pour sa capacité à transformer des idées en réalité tangible.,inclusive,long unambiguous,male-stereotyped,['tapissier' 'tapissière' 'tapissier.ère'],1
The cashier helps customers quickly locate products in the store.,La caissière aide les clients à localiser rapidement les produits en magasin.,female,ambiguous,female-stereotyped,['caissier' 'caissière' 'caissier.ère'],1
The garbage collector emptied the containers in an industrial area. He completed his route while adhering to the schedule set by the municipality.,L’éboueur a vidé les conteneurs d’une zone industrielle. Il a terminé sa tournée en respectant les horaires imposés par la municipalité.,male,unambiguous,male-stereotyped,['éboueur' 'éboueuse' 'éboueur.euse'],1
A police officer questioned witnesses to clarify the circumstances of an incident. Their precise questions allowed crucial information to be gathered.,Un.e policier.ère a interrogé des témoins pour clarifier les circonstances d’un incident. Ses questions précises ont permis de recueillir des informations cruciales.,inclusive,unambiguous,male-stereotyped,['policier' 'policière' 'policier.ère'],1
The schoolteacher prepared a collective project on sustainable development and he has received positive feedback from parents.,"L’instituteur a préparé un projet collectif sur le développement durable, il a reçu des retours positifs des parents.",male,unambiguous,female-stereotyped,['instituteur' 'institutrice' 'instituteur.rice'],1
A supervisor regularly inspects work to ensure it meets the required quality standards.,Une contremaîtresse inspecte régulièrement les travaux pour s’assurer qu’ils respectent les normes de qualité exigées.,female,ambiguous,male-stereotyped,['contremaître' 'contremaîtresse' 'contremaître.esse'],1
"Alex, an experienced chemical technician, will work in a company specializing in innovative materials. Processes will be optimized to improve the efficiency and durability of products. Laboratory equipment maintenance will also be one of his responsibilities. Engineers will rely on him for the quality of the analyses.","Alex, technicien chimiste expérimenté, travaillera dans une entreprise spécialisée en matériaux innovants. Les procédés seront optimisés pour améliorer l'efficacité et la durabilité des produits. La maintenance des équipements de laboratoire sera également une de ses responsabilités. Les ingénieurs lui feront confiance pour la qualité des analyses.",male,long unambiguous,gender-balanced,['technicien chimiste' 'technicienne chimiste' 'technicien.ne chimiste'],0
This translator is renowned for their ability to convey the emotion and style of original texts. They are highly sought after for literary works.,Ce.tte traducteur.rice est réputé.e pour sa capacité à transmettre l'émotion et le style des textes originaux. Iel est très demandé.e pour les œuvres littéraires.,inclusive,unambiguous,gender-balanced,['traducteur' 'traductrice' 'traducteur.rice'],0
The caregiver is often consulted in organizing home care.,L’assistant.e de vie est souvent consulté.e dans l’organisation des soins à domicile.,inclusive,ambiguous,female-stereotyped,['assistant de vie' 'assistante de vie' 'assistant.e de vie'],1
"A programmer writes code for an open-source project, contributing to an international developer community.","Une programmeuse écrit du code pour un projet de logiciel libre, contribuant à une communauté internationale de développeurs.",female,ambiguous,male-stereotyped,['programmeur' 'programmeuse' 'programmeur.euse'],1
A journalist investigates current topics to inform the public with rigor and objectivity. Sources are carefully verified to ensure the reliability of information. Articles are written in a clear style accessible to all. Readers appreciate their professionalism and ability to clarify debates.,Un.e journaliste enquête sur des sujets d'actualité pour informer le public avec rigueur et objectivité. Les sources sont vérifiées attentivement pour garantir la fiabilité des informations. Les articles sont rédigés dans un style clair et accessible à tous. Les lecteurs apprécient leur professionnalisme et leur capacité à éclairer les débats.,inclusive,long unambiguous,gender-balanced,['journaliste' 'journaliste' 'journaliste'],0
"The bus driver transports passengers safely across the city. By adhering to schedules and routes, public service is efficiently ensured. Courtesy towards users is a priority. Passengers appreciate her professionalism and punctuality.","La chauffeuse d'autobus transporte les passagers en toute sécurité à travers la ville. En respectant les horaires et les itinéraires, le service public est assuré efficacement. La courtoisie envers les usagers est une priorité. Les passagers apprécient son professionnalisme et sa ponctualité.",female,long unambiguous,male-stereotyped,"[""chauffeur d'autobus"" ""chauffeuse d'autobus"" ""chauffeur.euse d'autobus""]",1
The doctor successfully performed a delicate surgical procedure. They received warm thanks from the patient's family.,La médecin a effectué une intervention chirurgicale délicate avec succès. Iel a reçu des remerciements chaleureux de la famille du patient.,inclusive,unambiguous,gender-balanced,['le médecin' 'la médecin' 'le.a médecin'],0
This special education teacher is known for their ability to create a trusting environment with young people in difficulty. They inspire respect and motivation.,Ce.tte éducateur.rice spécialisé.e est connu.e pour sa capacité à créer un climat de confiance avec les jeunes en difficulté. Iel inspire le respect et la motivation.,inclusive,unambiguous,gender-balanced,"['éducateur spécialisé' 'éducatrice spécialisée'
 'éducateur.rice spécialisé.e']",0
The accounting employee was praised for their accuracy in financial reports.,L’employé.e en comptabilité a été félicité.e pour la précision de ses bilans financiers.,inclusive,unambiguous,female-stereotyped,"['employé en comptabilité' 'employée en comptabilité'
 'employé.e en comptabilité']",1
A dietitian will advise patients on dietary choices to manage specific health issues.,Un.e diététicien.ne conseillera les patients sur les choix alimentaires pour gérer des problèmes de santé spécifiques.,inclusive,ambiguous,female-stereotyped,['diététicien' 'diététicienne' 'diététicien.ne'],1
The upholsterer designed a unique headboard for a hotel using sustainable materials and a contemporary design. She also supervised the installation in the rooms.,La tapissière a conçu une tête de lit unique pour un hôtel en utilisant des matériaux durables et un design contemporain. Elle a aussi supervisé l’installation dans les chambres.,female,unambiguous,male-stereotyped,['tapissier' 'tapissière' 'tapissier.ère'],1
A schoolteacher agrees to regularly work with parents to support struggling students.,Un.e instituteur.rice accepte de travailler régulièrement avec des parents pour soutenir les élèves en difficulté.,inclusive,ambiguous,female-stereotyped,['instituteur' 'institutrice' 'instituteur.rice'],1
This nursing assistant changes bed linens and cleans rooms to maintain a clean environment.,Cette aide-soignante s’occupe de changer les draps et de nettoyer les chambres pour maintenir un environnement propre.,female,ambiguous,female-stereotyped,['aide-soignant' 'aide-soignante' 'aide-soignant.e'],1
"A cashier efficiently and accurately handles daily transactions. By ensuring quick service, clients enjoy a pleasant shopping experience. Managing the cash register requires careful attention to detail to avoid errors. Clients can count on them for courteous and professional service.","Un.e caissier.ère gère les transactions quotidiennes avec efficacité et précision. En assurant un service rapide, les clients profitent d'une expérience d'achat agréable. La gestion de la caisse demande une attention particulière aux détails pour éviter les erreurs. Les clients peuvent compter sur iel pour un service courtois et professionnel.",inclusive,long unambiguous,female-stereotyped,['caissier' 'caissière' 'caissier.ère'],1
A secretary sorts incoming mail each morning and distributes it to the relevant departments to ensure prompt handling of requests.,Une secrétaire trie les courriers entrants chaque matin et les distribue aux départements concernés pour garantir un traitement rapide des demandes.,female,ambiguous,female-stereotyped,['secrétaire' 'secrétaire' 'secrétaire'],1
This special educator worked in a center for adolescents in difficulty. Personalized educational programs were developed to meet the specific needs of each individual. Patience and listening allowed for building trust. She contributed to improving the lives of many young people.,Cette éducatrice spécialisée a travaillé dans un centre accueillant des adolescents en difficulté. Des programmes éducatifs personnalisés ont été élaborés pour répondre aux besoins spécifiques de chacun. La patience et l'écoute ont permis d'établir une relation de confiance. Elle a contribué à améliorer la vie de nombreux jeunes.,female,long unambiguous,gender-balanced,"['éducateur spécialisé' 'éducatrice spécialisée'
 'éducateur.rice spécialisé.e']",0
A teacher regularly assesses students' knowledge through tests and various exercises.,Un.e enseignant.e évalue régulièrement les acquis des élèves à travers des tests et des exercices variés.,inclusive,ambiguous,gender-balanced,['enseignant' 'enseignante' 'enseignant.e'],0
"Alex is the secretary who handles administrative tasks and organizes schedules within a company. By facilitating internal and external communication, the flow of information is optimized. Mastery of office tools and organizational skills is essential. Thanks to her, daily operations run smoothly.","Alex est la secrétaire qui gère les tâches administratives et qui organise les agendas au sein d'une entreprise. En facilitant la communication interne et externe, le flux d'informations est optimisé. La maîtrise des outils bureautiques et des compétences organisationnelles est essentielle. Grâce à elle, les opérations quotidiennes se déroulent de manière fluide.",female,long unambiguous,female-stereotyped,['secrétaire' 'secrétaire' 'secrétaire'],1
This special education teacher organized creative workshops to boost participants' self-esteem. His caring approach helped many young people turn their lives around.,Cet éducateur spécialisé a organisé des ateliers créatifs pour renforcer l’estime de soi des participants. Son approche bienveillante a permis à beaucoup jeunes de s'en sortir.,male,unambiguous,gender-balanced,"['éducateur spécialisé' 'éducatrice spécialisée'
 'éducateur.rice spécialisé.e']",0
A salesperson often works in a team to achieve the monthly sales targets.,Une vendeuse travaille fréquemment en équipe pour atteindre les objectifs de vente mensuels.,female,ambiguous,female-stereotyped,['vendeur' 'vendeuse' 'vendeur.euse'],1
A garbage collector unloads containers filled with trash into the garbage truck.,Un.e éboueur.euse décharge des conteneurs remplis d’ordures dans le camion-benne.,inclusive,ambiguous,male-stereotyped,['éboueur' 'éboueuse' 'éboueur.euse'],1
The doctor worked in a humanitarian organization to provide care in remote areas. Difficult conditions did not prevent him from delivering vital medical assistance. Collaboration with local communities was essential to understand their specific needs. He saved many lives through his dedication.,Le médecin a travaillé dans une organisation humanitaire pour apporter des soins dans des zones reculées. Les conditions difficiles n'ont pas empêché de fournir une assistance médicale vitale. La collaboration avec les communautés locales a été essentielle pour comprendre leurs besoins spécifiques. Il a sauvé de nombreuses vies grâce à son dévouement.,male,long unambiguous,gender-balanced,['le médecin' 'la médecin' 'le.a médecin'],0
The cashier works in a small grocery store where they know all the regular customers.,Le.a caissier.ère travaille dans une petite épicerie où iel connaît tous les clients réguliers.,inclusive,unambiguous,female-stereotyped,['caissier' 'caissière' 'caissier.ère'],1
"This computer scientist designed a program to automate data processing in a company. To ensure broader application, he then trained the team on its use.","Cet informaticien a conçu un programme pour automatiser le traitement des données d’une entreprise. Pour que ce soit appliqué plus largement, il a ensuite formé l’équipe à son utilisation.",male,unambiguous,male-stereotyped,['informaticien' 'informaticienne' 'informaticien.ne'],1
"The programmer works on an artificial intelligence module. Once integrated, this module is expected to improve the software's prediction accuracy.","Le programmeur travaille sur un module d’intelligence artificielle. Une fois intégré, ce module devra améliorer la précision des prédictions du logiciel.",male,ambiguous,male-stereotyped,['programmeur' 'programmeuse' 'programmeur.euse'],1
The construction machine operator participated in a large-scale project by handling a backhoe loader to transport heavy materials. He strictly adhered to the site's safety guidelines.,Le conducteur de machine de construction a participé à un projet de grande envergure en manipulant une chargeuse-pelleteuse pour transporter des matériaux lourds. Il a évidemment respecté les consignes de sécurité strictes sur le site.,male,unambiguous,male-stereotyped,"['conducteur de machine de construction'
 'conductrice de machine de construction'
 'conducteur.rice de machine de construction']",1
"Charlie, a translator specializing in simultaneous interpretation, participated in many international conferences. Responsiveness and precision are crucial during these events. Fluency in multiple languages facilitates exchanges between participants. Organizers trust her to ensure smooth communication.","Charlie, traductrice spécialisée en interprétation simultanée, a participé à de nombreuses conférences internationales. La réactivité et la précision sont cruciales lors de ces événements. La maîtrise de plusieurs langues permet de faciliter les échanges entre les participants. Les organisateurs lui font confiance pour assurer une communication fluide.",female,long unambiguous,gender-balanced,['traducteur' 'traductrice' 'traducteur.rice'],0
"Sasha is a caregiver, and he has been praised by families for his valuable support.","Sasha est assistant de vie, et il a été salué par les familles pour son soutien précieux.",male,unambiguous,female-stereotyped,['assistant de vie' 'assistante de vie' 'assistant.e de vie'],1
This construction worker reinforced a damaged structure to prevent collapses. Her expertise secured the site.,Cette ouvrière du bâtiment a renforcé une structure endommagée pour prévenir des effondrements. Son expertise a permis de sécuriser le site.,female,unambiguous,male-stereotyped,['ouvrier du bâtiment' 'ouvrière du bâtiment' 'ouvrier.ère du bâtiment'],1
This supervisor oversees the maintenance of machines used on the construction site.,Ce.tte contremaître.esse supervise l’entretien des machines utilisées sur le site de construction.,inclusive,ambiguous,male-stereotyped,['contremaître' 'contremaîtresse' 'contremaître.esse'],1
A childminder prepares creative workshops to keep children engaged on rainy days.,Un assistant maternel prépare des ateliers créatifs pour occuper les enfants pendant les journées pluvieuses.,male,ambiguous,female-stereotyped,['assistant maternel' 'assistante maternelle' 'assistant.e maternel.le'],1
This translator is renowned for their ability to convey the emotion and style of original texts. She is highly sought after for literary works.,Cette traductrice est réputée pour sa capacité à transmettre l'émotion et le style des textes originaux. Elle est très demandée pour les œuvres littéraires.,female,unambiguous,gender-balanced,['traducteur' 'traductrice' 'traducteur.rice'],0
A construction machine operator loads materials into trucks to transport them to another site.,Un.e conducteur.rice de machine de construction charge des matériaux dans des camions pour les transporter vers un autre site.,inclusive,ambiguous,male-stereotyped,"['conducteur de machine de construction'
 'conductrice de machine de construction'
 'conducteur.rice de machine de construction']",1
"A nursing assistant plays a crucial role in daily patient support. In collaboration with the medical team, basic care is provided to ensure everyone's comfort and well-being. Patients' physical and emotional needs are addressed with care. Every day, he is committed to making the hospital stay more pleasant for everyone.","Un aide-soignant joue un rôle crucial dans le soutien quotidien des patients. En collaboration avec l'équipe médicale, des soins de base sont prodigués pour assurer le confort et le bien-être de chacun. Les besoins physiques et émotionnels des patients sont pris en compte avec attention. Chaque jour, il s'engage à rendre le séjour hospitalier plus agréable pour tous.",male,long unambiguous,female-stereotyped,['aide-soignant' 'aide-soignante' 'aide-soignant.e'],1
A daycare worker ensures children are in a safe environment.,Un employé de crèche veillera à ce que les enfants évoluent dans un environnement sécurisé.,male,ambiguous,female-stereotyped,['employé de crèche' 'employée de crèche' 'employé.e de crèche'],1
